lines,chars,aa
21,28,"     .      .               
     |\____/|               
    (\|----|/)              
     \ 0  0 /               
      |    |                
   ___/\../\____            
  /     --       \          
 /  \         /   \         
|    \___/___/(   |         
\   /|  }{   | \  )         
 \  ||__}{__|  |  |         
  \  |;;;;;;;\  \ / \_______
   \ /;;;;;;;;| [,,[|======'
     |;;;;;;/ |     /       
     ||;;|\   |             
     ||;;/|   /             
     \_|:||__|              
      \ ;||  /              
      |= || =|              
      |= /\ =|              
      /_/  \_\
             "
13,32,"     .-.                        
   .'   `.                      
   :g g   :                     
   : o    `.                    
  :         ``.                 
 :             `.               
:  :         .   `.             
:   :          ` . `.           
 `.. :            `. ``;        
    `:;             `:'         
       :              `.        
 jgs    `.              `.     .
          `'`'`'`---..,___`;.-'
"
21,27,"      ###, ,##, ,##,       
       #  # #  # #  #      
       ###  #  # #  #      
       #  # #  # #  #      
       ###' '##' '##'      
            .--,           
           /  (            
          /    \           
         /      \          
        /  0  0  \         
((()   |    ()    |   ())) 
\  ()  (  .____.  )  ()  / 
 |` \_/ \  `""""`  / \_/ `|  
 |       `.'--'.`       |  
  \        `""""`        /   
   \                  /    
    `.              .'    ,
jgs  |`             |  _.'|
     |              `-'  / 
     \                 .'  
      `.____________.-'
   "
25,37,"          ,                          
        .--')                        
       /    /                        
      |    /                         
   /`.\   (_.'\                      
   \          /                      
    '--. .---'                       
jgs   ( "" )                          
       '-'                           
                ,                    
                 \`-,      ,     =-  
             .-._/   \_____)\        
            (""              / =-     
             '-;   ,_____.-'       =-
  jgs         /__.'                  
                                     
                                     
       .-.                           
      ( "" )                          
   /\_.' '._/\                       
   |         |                       
    \       /                        
     \    /`                         
   (__)  /                           
jgs`.__.'
                           "
35,15,"        ___    
      _/ ..\   
     ( \  0/__ 
      \    \__)
      /     \  
jgs  /      _\ 
    `""""""""""``   
        ___    
      _/ oo\   
     ( \  -/__ 
      \    \__)
      /     \  
jgs  /      _\ 
    `""""""""""``   
        ___    
      _/ @@\   
     ( \  O/__ 
      \    \__)
      /     \  
jgs  /      _\ 
    `""""""""""``   
        ___    
      _/ 66\   
     ( \  ^/__ 
      \    \__)
      /     \  
jgs  /      _\ 
    `""""""""""``   
        ___    
      _/  ""\   
     ( \  ~/__ 
      \    \__)
      /     \  
jgs  /      _\ 
    `""""""""""``
  "
44,22,"     .-----.          
   .' -   - '.        
  /  .-. .-.  \       
  |  | | | |  |       
   \ \o/ \o/ /        
  _/    ^    \_       
 | \  '---'  / |      
 / /`--. .--`\ \      
/ /'---` `---'\ \     
'.__.       .__.'     
    `|     |`         
     |     \          
     \      '--.      
      '.        `\    
        `'---.   |    
   jgs     ,__) /     
            `..'      
                      
                      
        .-""""""""-.      
       / -   -  \     
      |  .-. .- |     
      |  \o| |o (     
      \     ^    \    
       '.  )--'  /    
  jgs    '-...-'`     
                      
                      
        .-""""""""-.      
       / -   -  \     
      |  .-. .- |     
      |  \o| |o (     
      \     ^    \    
      |'.  )--'  /|   
     / / '-. .-'`\ \  
    / /'---` `---'\ \ 
    '.__.       .__.' 
        `|     |`     
         |     \      
         \      '--.  
          '.        `\
            `'---.   |
   jgs         ,__) / 
                `..'
 "
17,26,"             ___          
            /   \\        
       /\\ | . . \\       
     ////\\|     ||       
   ////   \\ ___//\       
  ///      \\      \      
 ///       |\\      |     
//         | \\  \   \    
/          |  \\  \   \   
           |   \\ /   /   
           |    \/   /    
           |     \\/|     
           |      \\|     
           |       \\     
           |        |     
           |_________\    
     from Dustin Slater
  "
15,23,"                 /\    
                 ||    
   ____ (((+))) _||_   
  /.--.\  .-.  /.||.\  
 /.,   \\(0.0)// || \\ 
/;`"";/\ \\|m|//  ||  ;\
|:   \ \__`:`____||__:|
|:    \__ \T/ (@~)(~@)|
|:    _/|     |\_\/  :|
|:   /  |     |  \   :|
|'  /   |     |   \  '|
 \_/    |     |    \_/ 
        |     |        
        |_____|        
    jgs |_____|
       "
34,25,"                   ,____ 
                   |---.\
           ___     |    `
          / .-\  ./=)    
         |  |""|_/\/|     
         ;  |-;| /_|     
        / \_| |/ \ |     
       /      \/\( |     
       |   /  |` ) |     
       /   \ _/    |     
      /--._/  \    |     
      `/|)    |    /     
        /     |   |      
      .'      |   |      
jgs  /         \  |      
    (_.-.__.__./  /      
                         
                         
 ____,                   
/.---|                   
`    |     ___           
    (=\.  /-. \          
     |\/\_|""|  |         
     |_\ |;-|  ;         
     | / \| |_/ \        
     | )/\/      \       
     | ( '|  \   |       
     |    \_ /   \       
     |    /  \_.--\      
     \    |    (|\`      
      |   |     \        
      |   |      '.      
      |  /         \     
jgs   \  \.__.__.-._)
   "
8,22,"   ____       ____    
  /    )     (    \   
 /    (  ^_^  )    \  
|  {   \('v')/   }  | 
|   {   /   \   }   | 
|_)(   /\   /\   )(_| 
|)  (_ | \|/  |_)  (| 
'     ""--^^^^--"" BP '
"
14,32,"                        ______  
             ______,---'__,---' 
         _,-'---_---__,---'     
  /_    (,  ---____',           
 /  ',,   `, ,-'                
;/)   ,',,_/,'                  
| /\   ,.'//\                   
`-` \ ,,'    `.                 
     `',   ,-- `.               
     '/ / |      `,         _   
     //'',.\_    .\\      ,{==>-
  __//   __;_`-  \ `;.__,;'     
((,--,) (((,------;  `--' jv    
```  '   ```
                   "
16,38,"                 /i                   
                //,                   
               ///i                   
             ,/ ).'i                  
              |   )-i                 
              |   )i                  
              '   )i                  
             /    |-                  
        _.-./-.  /z_                  
         `-. >._\ _ );i.              
          / `-'/`k-'`u)-'`            
         /    )-                      
  ,.----'   ) '                       
  /      )1`                          
 ///v`-v\v                            
/v  BP
                               "
20,39,"                           _           
                          _)\.-.       
         .-.__,___,_.-=-. )\`  a`\_    
     .-.__\__,__,__.-=-. `/  \     `\  
     {~,-~-,-~.-~,-,;;;;\ |   '--;`)/  
      \-,~_-~_-,~-,(_(_(;\/   ,;/      
       "",-.~_,-~,-~,)_)_)'.  ;;(       
         `~-,_-~,-~(_(_(_(_\  `;\      
   ,          `""~~--,)_)_)_)\_   \     
   |\              (_(_/_(_,   \  ;    
   \ '-.       _.--'  /_/_/_)   | |    
    '--.\    .'          /_/    | |    
        ))  /       \      |   /.'     
       //  /,        | __.'|  ||       
      //   ||        /`    (  ||       
     ||    ||      .'       \ \\       
     ||    ||    .'_         \ \\      
      \\   //   / _ `\        \ \\__   
jgs    \'-'/(   _  `\,;        \ '--:, 
        `""`  `""` `-,,;         `""`"",,;
"
31,27,"    .-')          _        
   (`_^ (    .----`/       
    ` )  \_/`   __/     __,
    __{   |`  __/      /_/ 
   / _{    \__/ '--.  //   
   \_> \_\  >__/    \((    
        _/ /` _\_   |))    
  jgs  /__(  /______/`     
                           
                           
     .-')          _       
   (`_^ (    .----`/       
    ` )  \_/`   __/     __,
      {   |`  __/      /_/ 
      {    \__/ '--.  //   
       \_\  >__/    \((    
      _/_/ /` _\_   |))    
 jgs /_/__(  /______/`     
                           
                           
       _          (`-.     
       \`----.    ) ^_`)   
,__     \__   `\_/  ( `    
 \_\      \__  `|   }      
   \\  .--' \__/    }      
    ))/   \__,<  /_/       
    ((|  _/_/ `\ \_\_      
 jgs `\_____\\  )__\_\     
                           
                           

                          "
7,31,"      ,-,-                     
      ))) \                    
     ((((,__                   
   _/ ) (/  \~ ~~~~ ~~ ~~~~    
_-'  (____/`.`.-')~ ~~~~~~~~~~ 
ejm          ) ^' ~  ~~ ~~~ ~ ~
            /.'  ~  ~ ~~ ~~~ ~
"
9,37,"                           .-""""-.    
                          (___/\ \   
        ,                 (|^ ^ ) )  
       /(                _)_\=_/  (  
 ,..__/ `\          ____(_/_ ` \   ) 
  `\    _/        _/---._/(_)_  `\ ( 
jgs '--\ `-.__..-'    /.    (_), |  )
        `._        ___\_____.'_| |__/
           `~----""`   `-.........'
  "
9,15,"        sSSs   
     _, \_SSSS 
      \\/((`\Ss
       \/)_|\\S
        /::|//S
        |:/ `SS
      __|/     
     /:::\     
jgs  `'`:/
    "
9,11,"  ,sSSs    
,SSSS_/ ,_ 
sS/`))\//  
S//|_(\/   
S\\|::\    
SS` \:|    
     \|__  
     /:::\ 
jgs  \:`'`
"
9,19,"              /:.:,
   O          \::/ 
 o            /|`  
 _ '  sSSs   /:|   
  \\__\_SSSs/::|   
   `--((S\SSSs/    
       SS\\SSSs    
      sSS//SSs     
jgs      `Ss'
     "
9,17,",:.:\            
 \::/            
  `|\           o
   |:\   sSSs ' _
   |::\sSSS_/__//
    \sSSS/S))--` 
    sSSS//SS     
jgs  sSS\\SSs    
       sS'Ss
    "
13,39,"                 .--.                  
                {=.  `}                
                {\_{   }               
               {  )\_  }               
               { (( \\  }              
              { //)_(\\ }              
             .=///   \/=~=,            
-  ~  -  ~ /` -`/   /'     `\-  ` _ ~  
_  - _~ _ /    /  /`         \ ~ -   _ 
      `  `~- ~| (` -_ ~ -~ -`-~ - ~ _  
`  ~ _ -  ~  - \ \ ~   ~ -  ~  _ ~ -   
 _     ~  -  ~/   `\ ~   _ ` -    ` ~ -
   jgs   `    `""`""""`
                  "
13,18,"           __w    
         ,%%%%    
        .%%%_/  ,_
        %%/(___// 
       ,%%||))-'  
      ,%%%)\(     
      %%'&&\\     
     ,%% &&&&&    
       %  &&&&    
          ,&&'    
        ,&&&      
jgs   ,&&'&&,     
     ,&'   `&.
   "
13,18,"           __w    
         ,%%%%    
        .%%%_/  ,_
        %%/(___// 
       ,%%||))-'  
      ,%%%)\(     
      %%'&&\\     
     ,%% &&&&&    
       %  &&&&    
          ,&&'    
        ,&&&      
jgs   ,&&'&&,     
     ,&'   `&.
   "
13,36,"                          _.._      
                     ___.'    '.    
                    (  (____/`\ \   
 ,     ,`\           \(' |')' )  )  
/ \   /`  |           /  _\= _/  (  
|' `-'  ^ /   ___.-. (_.'  )  \   ) 
 \: ^    /  ,;   |/-'(  \     `\  ( 
  '-.:.^<  /:   ^/    `--`_     ;  )
      `|:\ |  ^ / .     (` \,-| |_( 
       |.:/:.   `\__.---'`-'  '_|   
        \':' ^   /-'         / ,'   
    jgs  `.^:. ^/           ( \     
           `'--`            '\/
    "
15,25,"               .         
              .    /     
       ((())    . /--, / 
      (((()))    <')  =< 
      ))6.6((     \__/ \ 
     ((( v )))   //\     
      ))) (((\  //       
     /(() ()))\//        
    //))) (((`\/         
   //(((^^^)))  |\    /| 
  //  ))^^^((    \\\///  
 //   ((`\^^)\    \\//jgs
~`     )) `\^^^`\_/^/    
       (    `\^^^~^/     
              `~~~`
     "
15,17,"             ()  
          O      
       .-.  o    
      {/^\}      
     { \_/ }  __ 
     {.-""-.}_//-'
  ___/(\-/)--`   
 `---` )^(       
      /`""`\      
      \   /      
       \ /       
       / \       
       \ /       
jgs   /` `\      
      `""`""`
     "
18,15,"()             
||,/))),       
||)/e e\)      
(((\ O /((     
 \)_)'(_))     
  (|)^(|)\\    
   ) . (  \\   
  ((\ /))  \\_,
   \\|//    ~~ 
   ((|))    o  
    \|/      o 
    |||        
   //'\\    O  
  ((   ))      
   )   (  mn   
   o           
  o    o       
   o
          "
18,38,"              .---.                   
             (_,/\ \                  
            (`^ ^(  )                 
            ) \=  ) (                 
       |\_  (.-' '--.)                
        \(  /(_)-(_) \                
         \\/ /\   /`\ \               
          \_/ / . \  //               
             /'---'\`/_               
           _/ ^   ^ ;--;              
       .--`| ^  ^ /`    `),           
      /`  . \  ^ /`  ) .   ').        
 ~^~`/  (    \^ / (       '  \^-~`-~  
-  ^ ~^-    . )/   .    )  '-.;~^-~^~-
   ~^~- jgs  / `\ - .  ~^~ ,-.`~~^~^~^
 ~- `^_~-~^-| \^ \~_~^ -~^~- ~^`~^ ^~ 
  ~_~^- .-./__/\__`\-. ~^_-~^- ~^-    
     ^~ `-^~=~-`=~-~=-'    ~
         "
19,15,"      .---.    
     / /""\ \   
     )/a a\(   
    ( ( - ) )  
     ) ) (  (  
    (__)  \  ) 
   /,(@)~(@\__)
   \\ \   / // 
    \\/\'/\//  
    (/^.^.^\)  
     |^.^.^|   
     |^.^.^|   
     \^.^.^/   
      \^.^/    
       )^(     
      /^.^\    
     /.^,^.\   
jgs,/-,-|-,-\, 
   ^~^~^`^~^~^
"
20,26,"                 .        
             ;-'.,        
      ;   ;'.;'-'  ;      
        `;;;;  ' ');      
           ;;' -'/;;;     
        ;;;; ;| |;;'__    
  \\\,   / |_/__/____ \   
   \ \  / (__,.__)   \ \  
    \ \/ / )     (    \ \ 
     `--' ;-. .  ;.   '\\\
          \  `.,' )       
          `.     ;        
cf         ;     )        
          /    .'         
         ;   ,;           
          , .'            
        ,' , `.           
      ,'  / \  `.         
      `. ;   ; ,'         
        `'   .'
          "
21,26,"    o       sSSSSSSs      
~      o   SS,,SSSSSs   ~ 
   \       S<   ?SSSS     
  / \ o    S >  SSSSS     
>= ('>     _SS)(SSSSS     
 '\ /     ( SS  SSSSS     
   / \||, )(SS ( SSS\     
       \\/ /S    SS\ \   ~
        \./  ). (S / /    
            / \/ \//'     
    ~      /^  ^ '|\`     
          /^  ^  ^|       
         /   ^  ^ /  ~    
         |^    ^/'        
          \^ ^ /          
~         `\ ^/' ~        
            )(            
           /  \           
    jgs   / ^  \         ~
        _/ ^/`.^`._,      
       `-.-'   `-.-'
     "
16,27,"        .-"""""""".            
       /       \           
   __ /   .-.  .\          
  /  `\  /   \/  \         
  |  _ \/   .==.==.        
  | (   \  /____\__\       
   \ \      (_()(_()       
    \ \            '---._  
     \                   \_
  /\ |`       (__)________/
 /  \|     /\___/          
|    \     \||VV           
|     \     \|"""""""",        
|      \     ______)       
\       \  /`              
jgs      \(
               "
10,21,"        __   __      
     .-'  "".""  '-.   
   .'   ___,___   '. 
  ;__.-; | | | ;-.__;
  | \  | | | | |  / |
   \ \/`""`""`""`""`\/ / 
    \_.-,-,-,-,-._/  
     \`-:_|_|_:-'/   
jgs   '.       .'    
        `'---'`
     "
18,34,"      -. -. `.  / .-' _.'  _      
     .--`. `. `| / __.-- _' `     
    '.-.  \  \ |  /   _.' `_      
    .-. \  `  || |  .' _.-' `.    
  .' _ \ '  -    -'  - ` _.-.     
   .' `. %%%%%   | %%%%% _.-.`-   
 .' .-. ><(@)> ) ( <(@)>< .-.`.   
   ((""`(   -   | |   -   )'""))    
  / \\#)\    (.(_).)    /(#//\    
 ' / ) ((  /   | |   \  )) (`.`.  
 .'  (.) \ .md88o88bm. / (.) \)   
   / /| / \ `Y88888Y' / \ | \ \   
 .' / O  / `.   -   .' \  O \ \\  
  / /(O)/ /| `.___.' | \\(O) \    
   / / / / |  |   |  |\  \  \ \   
   / / // /|  |   |  |  \  \ \  VK
 _.--/--/'( ) ) ( ) ) )`\-\-\-._  
( ( ( ) ( ) ) ( ) ) ( ) ) ) ( ) )
"
39,40,"         ,     .                        
        /(     )\               A       
   .--.( `.___.' ).--.         /_\      
   `._ `%_&%#%$_ ' _.'     /| <___> |\  
      `|(@\*%%/@)|'       / (  |L|  ) \ 
       |  |%%#|  |       J d8bo|=|od8b L
        \ \$#%/ /        | 8888|=|8888 |
        |\|%%#|/|        J Y8P""|=|""Y8P F
        | (."".)%|         \ (  |L|  ) / 
    ___.'  `-'  `.___      \|  |L|  |/  
  .'#*#`-       -'$#*`.       / )|      
 /#%^#%*_ *%^%_  #  %$%\    .J (__)     
 #&  . %%%#% ###%*.   *%\.-'&# (__)     
 %*  J %.%#_|_#$.\J* \ %'#%*^  (__)     
 *#% J %$%%#|#$#$ J\%   *   .--|(_)     
 |%  J\ `%%#|#%%' / `.   _.'   |L|      
 |#$%||` %%%$### '|   `-'      |L|      
 (#%%||` #$#$%%% '|            |L|      
 | ##||  $%%.%$%  |            |L|      
 |$%^||   $%#$%   |  VK/cf     |L|      
 |&^ ||  #%#$%#%  |            |L|      
 |#$*|| #$%$$#%%$ |\           |L|      
 ||||||  %%(@)$#  |\\          |L|      
 `|||||  #$$|%#%  | L|         |L|      
      |  #$%|$%%  | ||l        |L|      
      |  ##$H$%%  | |\\        |L|      
      |  #%%H%##  | |\\|       |L|      
      |  ##% $%#  | Y|||       |L|      
      J $$#* *%#% L  |E/                
      (__ $F J$ __)  F/                 
      J#%$ | |%%#%L                     
      |$$%#& & %%#|                     
      J##$ J % %%$F                     
       %$# * * %#&                      
       %#$ | |%#$%                      
       *#$%| | #$*                      
      /$#' ) ( `%%\                     
     /#$# /   \ %$%\                    
    ooooO'     `Ooooo
                  "
10,41," .\\            //.                      
. \ \          / /.                      
.\  ,\     /` /,.-                       
 -.   \  /'/ /  .                        
 ` -   `-'  \  -                         
   '.       /.\`                         
      -    .-                            
      :`//.'                             
      .`.'                               
      .' BP          Variation - phoenix
"
11,17,"   __________    
  <_______ /     
   <______/  /(_ 
    <____<  ( __\
     <____\  \ \ 
     <_____\\_) )
    /          / 
   / /_|  )___/  
  / |  / /       
 /  |   \\__     
~~~~    (~~~)
   "
11,29,"      __             __      
   .-'.'     .-.     '.'-.   
 .'.((      ( ^ `>     )).'. 
/`'- \'._____\ (_____.'/ -'`\
|-''`.'------' '------'.`''-|
|.-'`.'.'.`/ | | \`.'.'.`'-.|
 \ .' . /  | | | |  \ . '. / 
  '._. :  _|_| |_|_  : ._.'  
     ````` /T""Y""T\ `````     
          / | | | \          
   jgs   `'`'`'`'`'`
        "
14,39,"  _/|       |\_                        
 /  |       |  \                       
|    \     /    |                      
|  \ /     \ /  |                      
| \  |     |  / |                      
| \ _\_/^\_/_ / |                      
|    --\//--    |                      
 \_  \     /  _/                       
   \__  |  __/                         
      \ _ /                            
     _/   \_   Christian Koehler       
    / _/|\_ \  Diddle: Deelkar (DLK)   
     /  |  \   Diddle: Faux_Pseud :F_P:
      / v \
                           "
14,13,"      .-.    
     (o.o)   
      |=|    
     __|__   
   //.=|=.\\ 
  // .=|=. \\
  \\ .=|=. //
   \\(_=_)// 
    (:| |:)  
     || ||   
     () ()   
     || ||   
     || ||   
l42 ==' '==
 "
20,33,"         .AMMMMMMMMMMA.          
       .AV. :::.:.:.::MA.        
      A' :..        : .:`A       
     A'..              . `A.     
    A' :.    :::::::::  : :`A    
    M  .    :::.:.:.:::  . .M    
    M  :   ::.:.....::.:   .M    
    V : :.::.:........:.:  :V    
   A  A:    ..:...:...:.   A A   
  .V  MA:.....:M.::.::. .:AM.M   
 A'  .VMMMMMMMMM:.:AMMMMMMMV: A  
:M .  .`VMMMMMMV.:A `VMMMMV .:M: 
 V.:.  ..`VMMMV.:AM..`VMV' .: V  
  V.  .:. .....:AMMA. . .:. .V   
   VMM...: ...:.MMMM.: .: MMV    
       `VM: . ..M.:M..:::M'      
         `M::. .:.... .::M       
          M:.  :. .... ..M       
 VK       V:  M:. M. :M .V       
          `V.:M.. M. :M.V'
      "
44,37,"               _.---._               
             .'       `.             
             :)       (:             
             \ (@) (@) /             
              \   A   /              
               )     (               
               \""""""""""/               
                `._.'                
                 .=.                 
         .---._.-.=.-._.---.         
        / ':-(_.-: :-._)-:` \        
       / /' (__.-: :-.__) `\ \       
      / /  (___.-` '-.___)  \ \      
     / /   (___.-'^`-.___)   \ \     
    / /    (___.-'=`-.___)    \ \    
   / /     (____.'=`.____)     \ \   
  / /       (___.'=`.___)       \ \  
 (_.;       `---'.=.`---'       ;._) 
 ;||        __  _.=._  __        ||; 
 ;||       (  `.-.=.-.'  )       ||; 
 ;||       \    `.=.'    /       ||; 
 ;||        \    .=.    /        ||; 
 ;||       .-`.`-._.-'.'-.       ||; 
.:::\      ( ,): O O :(, )      /:::.
|||| `     / /'`--'--'`\ \     ' ||||
''''      / /           \ \      ''''
         / /             \ \         
        / /               \ \        
       / /                 \ \       
      / /                   \ \      
     / /                     \ \     
    /.'                       `.\    
   (_)'                       `(_)   
    \\.                       .//    
     \\.                     .//     
      \\.                   .//      
       \\.                 .//       
        \\.               .//        
         \\.             .//         
    jgs   \\.           .//          
          ///)         (\\\          
        ,///'           `\\\,        
       ///'               `\\\       
      """"'                   '""""
     "
8,34," _______\)%%%%%%%%._              
`''''-'-;   % % % % %'-._         
        :b) \            '-.      
        : :__)'    .'    .'       
        :.::/  '.'   .'           
        o_i/   :    ;             
               :   .'             
                ''`
              "
12,22,"                    / 
               ,.. /  
             ,'   ';  
  ,,.__    _,' /';  . 
 :','  ~~~~    '. '~  
:' (   )         )::, 
'. '. .=----=..-~  .;'
 '  ;'  ::   ':.  '""  
   (:   ':    ;)      
    \\   '""  ./       
     '""      '""       
               DR J
  "
16,32,"               |))    |))       
 .             |  )) /   ))     
 \\   ^ ^      |    /      ))   
  \\(((  )))   |   /        ))  
   / G    )))  |  /        ))   
  |o  _)   ))) | /       )))    
   --' |     ))`/      )))      
    ___|              )))       
   / __\             ))))`()))  
  /\@   /             `(())))   
  \/   /  /`_______/\   \  )))) 
       | |          \ \  |  ))) 
       | |           | | |   )))
       |_@           |_|_@    ))
      /_/           /_/_/       
Valkyrie
                       "
21,33,"                              /  
                   __       //   
                   -\= \=\ //    
                 --=_\=---//=--  
               -_==/  \/ //\/--  
                ==/   /O   O\==--
   _ _ _ _     /_/    \  ]  /--  
  /\ ( (- \    /       ] ] ]==-  
 (\ _\_\_\-\__/     \  (,_,)--   
(\_/                 \     \-    
\/      /       (   ( \  ] /)    
/      (         \   \_ \./ )    
(       \         \      )  \    
(       /\_ _ _ _ /---/ /\_  \   
 \     / \     / ____/ /   \  \  
  (   /   )   / /  /__ )   (  )  
  (  )   / __/ '---`       / /   
  \  /   \ \             _/ /    
  ] ]     )_\_         /__\/     
  /_\     ]___\                  
 (___)
                          "
21,26,"         .                
        /'                
       //                 
   .  //                  
   |\//7                  
  /' "" \                  
 .   . .                  
 | (    \     '._         
 |  '._  '    '. '        
 /    \'-'_---. ) )       
.              :.'        
|               \         
| .    .   .     .        
' .    |  |      |        
 \^   /_-':     /         
 / | |    '\  .'          
/ /| |     \\  |          
\ \( )     // /           
 \ | |    // /            
  L! !   // / Monoceros'95
   [_]  L[_|  R.B.Cleary
 "
23,38,"              \                       
               \                      
                \\                    
                 \\                   
                  >\/7                
              _.-(6'  \               
             (=___._/` \              
                  )  \ |              
                 /   / |              
                /    > /              
               j    < _\              
           _.-' :      ``.            
           \ r=._\        `.          
          <`\\_  \         .`-.       
           \ r-7  `-. ._  ' .  `\     
            \`,      `-.`7  7)   )    
             \/         \|  \'  / `-._
                        ||    .'      
cjr                      \\  (        
10mar02                   >\  >       
                      ,.-' >.'        
                     <.'_.''          
                       <'
            "
8,25,"                   ____  
                  (_  _) 
        .  .       / /   
     .`_._'_..    / /    
     \   o   /   / /     
  Pru \ /   /  _/ /_     
`. ~. `\___/'./~.' /.~'`.
.`'`.`.'`'`.~.`'~.`'`.~`
"
9,34,"          |                       
        \ _ /                     
      -= (_) =-                   
        /   \         _\/_        
          |           //o\  _\/_  
   _____ _ __ __ ____ _ | __/o\\ _
 =-=-_-__=_-= _=_=-=_,-'|""'""""-|-,_
  =- _=-=- -_=-=_,-""          |   
jgs =- =- -=.--""
                 "
8,30,"        ______                
jgs    /     /\               
      /     /  \              
     /_____/----\_    (       
    ""     ""          ).       
   _ ___          o (:') o    
  (@))_))        o ~/~~\~ o   
                  o  o  o
    "
11,36,"           (                 ,&&&.  
            )                .,.&&  
           (  (              \=__/  
               )             ,'-'.  
         (    (  ,,      _.__|/ /|  
          ) /\ -((------((_|___/ |  
        (  // | (`'      ((  `'--|  
      _ -.;_/ \\--._      \\ \-._/. 
     (_;-// | \ \-'.\    <_,\_\`--'|
     ( `.__ _  ___,')      <_,-'__,'
jrei  `'(_ )_)(_)_)'
               "
7,29,"          .-~~~-.            
  .- ~ ~-(       )_ _        
 /                    ~ -.   
|                          ',
 \                         .'
   ~- ._ ,. ,.,.,., ,.. -~   
           '       '
        "
21,35,"                /||\               
                ||||               
                ||||               
                |||| /|\           
           /|\  |||| |||           
           |||  |||| |||           
           |||  |||| |||           
           |||  |||| d||           
           |||  |||||||/           
           ||b._||||~~'            
           \||||||||               
            `~~~||||               
                ||||               
                ||||               
~~~~~~~~~~~~~~~~||||~~~~~~~~~~~~~~ 
  \/..__..--  . |||| \/  .  ..     
\/         \/ \/    \/             
        .  \/              \/    . 
. \/             .   \/     .      
   __...--..__..__       .     \/  
\/  .   .    \/     \/    __..--..
"
10,22,"     __ |             
     __\|,-           
     ,-`=--.          
      /=8\            
       =              
       =              
       =              
       =              
~..:::::::::::::..~~  
~~~~~~~~~~~~~~~~~~~~
 "
18,32,"          _                     
         /_'. _                 
       _   \ / '-.              
      < ``-.;),--'`             
       '--.</()`--.             
         / |/-/`'._\            
         |/ |=|                 
            |_|                 
       ~`   |-| ~~      ~       
   ~~  ~~ __|=|__   ~~          
 ~~   .-'`  |_|  ``""""-._   ~~   
  ~~.'      |=|    O    '-.  ~  
    |      `""""""`  <|\      \   ~
~   \              |\      | ~~ 
 jgs '-.__.--._    |/   .-'     
          ~~   `--...-'`    ~~  
  ~~         ~          ~       
         ~~         ~~     ~
   "
8,17,"( (    _-_-_-_- -
 ( (   )- - -    
  ( ( ) )        
 (_(___)_)       
    _<           
   / /\          
_____\ _________ 
    Phil Leith
  "
13,19,"     _, .--.       
    (  / (  '-.    
jgs .-=-.    ) -.  
   /   (  .' .   \ 
   \ ( ' ,_) ) \_/ 
    (_ , /\  ,_/   
      '--\ `\--`   
         _\ _\     
         `\ \      
          _\_\     
          `\\      
            \\     
        -.'.`\.'.-
"
13,33,"    ___(                        )
   (                          _) 
  (_                       __))  
    ((                _____)     
      (_________)----'           
         _/  /                   
        /  _/                    
      _/  /                      
     / __/                       
   _/ /                          
  /__/                           
 //                              
/'
                              "
26,21,"             zeeeeee-
            z$$$$$$"" 
           d$$$$$$""  
          d$$$$$P    
         d$$$$$P     
        $$$$$$""      
      .$$$$$$""       
     .$$$$$$""        
    4$$$$$$$$$$$$$""  
   z$$$$$$$$$$$$$""   
   """"""""""""""3$$$$$""    
         z$$$$P      
        d$$$$""       
      .$$$$$""        
     z$$$$$""         
    z$$$$P           
   d$$$$$$$$$$""      
  *******$$$""        
       .$$$""         
      .$$""           
     4$P""            
    z$""              
   zP                
  z""                 
 /    Gilo94'        
^
                   "
34,27,"                 .eeeeeeeee
                .$$$$$$$$P""
               .$$$$$$$$P  
              z$$$$$$$$P   
             z$$$$$$$$""    
            z$$$$$$$$""     
           d$$$$$$$$""      
          d$$$$$$$$""       
        .d$$$$$$$P         
       .$$$$$$$$P          
      .$$$$$$$$$.........  
     .$$$$$$$$$$$$$$$$$$""  
    z$$$$$$$$$$$$$$$$$P""   
   -**********$$$$$$$P     
             d$$$$$$""      
           .d$$$$$$""       
          .$$$$$$P""        
         z$$$$$$P          
        d$$$$$$""           
      .d$$$$$$""            
     .$$$$$$$""             
    z$$$$$$$beeeeee        
   d$$$$$$$$$$$$$*         
  ^""""""""""""""""$$$$$""          
          d$$$*            
         d$$$""             
        d$$*               
       d$P""                
     .$$""                  
    .$P""                   
   .$""                     
  .P""                      
 .""     Gilo94'            
/""
                        "
10,32,"             o\                 
   _________/__\__________      
  |                  - (  |     
 ,'-.                 . `-|     
(____"".       ,-.    '   ||     
  |          /\,-\   ,-.  |     
  |      ,-./     \ /'.-\ |     
  |     /-.,\      /     \|     
  |    /     \    ,-.     \     
  |___/_______\__/___\_____\ lf
"
11,36,"                    *               
                                    
             *  _|_                 
             .-' * '-. *            
            /       * \             
         *  ^^^^^|^^^^^             
             .~. |  .~.             
            / ^ \| / ^ \            
           (|   |J/|   |)           
           '\   /`""\   /`           
 -- '' -'-'  ^`^    ^`^  -- '' -'-'
"
